rank_,d2014_01_31,d2014_02_28,d2014_03_31,d2014_04_30,d2014_05_31,d2014_06_30,d2014_07_31,d2014_08_31,d2014_09_30,d2014_10_31,d2014_11_30,d2014_12_31,d2015_01_31,d2015_02_28,d2015_03_31,d2015_04_30,d2015_05_31,d2015_06_30,d2015_07_31,d2015_08_31,d2015_09_30,d2015_10_31,d2015_11_30,d2015_12_31,d2016_01_31,d2016_02_29,d2016_03_31,d2016_04_30,d2016_05_31,d2016_06_30,d2016_07_31,d2016_08_31,d2016_09_30,d2016_10_31,d2016_11_30,d2016_12_31,d2017_01_31,d2017_02_28,d2017_03_31,d2017_04_30,d2017_05_31,d2017_06_30,d2017_07_31,d2017_08_31,d2017_09_30,d2017_10_31,d2017_11_30,d2017_12_31,d2018_01_31,d2018_02_28,d2018_03_31,d2018_04_30,d2018_05_31,d2018_06_30,d2018_07_31,d2018_08_31,d2018_09_30,d2018_10_31,d2018_11_30,d2018_12_31
68,12000.01,12000.00787,10742.48385901,10428.67765014,10293.29612654,10449.00357305,10428.67775014,10682.018017,10500.03861,10770.52361223,10612.99677911,10000.031445,10667.40020006,11627.99248683,13000.0501,13000.0511,13000.0511,13000.0511,12039.15845232,14498.299317,14286.87960405,13671.31305345,14000.001135,13000.051235,14286.87993905,14000.001335,15000.01003905,14600.0,15257.97,14286.87993905,14500.001335,14530.55781834,14500.001335,14286.87993905,13000.051435,13800.0,13937.5265,14286.87993905,14033.87987905,14000.001335,14942.55661649,14500.001335,14033.87988452,15745.555352,15000.0,14063.32175432,15000.0,14999.999552,16678.32800594,16862.22924815,17816.9130803,17699.79833299,17247.32486041,16899.90936052,16224.00021356,16252.42118621,17759.54823909,16712.05889863,15204.60389365,11351.60001455
69,12000.0001,11428.00787,10689.04263588,10084.276725,10009.26030402,10428.67765014,10191.32601784,10428.67785014,10428.67786014,10689.04284588,10009.26051402,10000.023575,10656.78990683,11610.13197602,12554.48479528,12554.48579528,12554.48579528,12554.48579528,12000.01080408,14286.87960405,14033.87934405,13167.0011,13167.001235,12554.48593028,14033.87977905,13214.99,15000.0,14500.001335,15000.01003905,14033.87987905,14286.87993905,14500.001335,14286.87993905,14033.87987905,12666.9995784,13000.051435,13542.35956877,14033.87987905,14000.001335,13444.20467665,14500.001335,14033.87987905,14000.0013407,15000.01004451,14999.89950753,14033.87998452,15000.0,14999.99888,15837.6458942,15745.555352,15745.55557665,15745.55557665,16223.65519515,16899.79837265,16219.98982848,16224.00022022,16252.42120509,16252.42123285,15025.83614452,11336.84172288
70,11970.0001,11383.007139,10682.017817,10009.26030402,10001.74179502,10009.26030402,10009.26040402,10009.26050402,10014.00021,10682.018027,10001.74200502,10000.023575,10610.13197602,11588.49007215,12039.15745232,12039.15845232,12100.0,12039.15845232,12000.00130006,14033.87934405,14000.001,13000.0511,13000.051235,12039.15858732,14000.001335,13169.23705311,15000.0,14286.87993905,14500.001335,14000.001335,14033.87987905,14400.0,14033.87987905,14001.000337,12352.77955245,12666.9995784,13023.50281202,14000.001335,13600.0,13307.84035942,14286.87993905,14000.001335,13600.14633477,15000.0001,14500.0,14000.0012407,14999.89950753,14999.89950753,15745.555352,14999.999552,14999.99977564,15418.0,15745.55509735,16219.98980344,16116.69684619,16219.98983534,16224.0002391,16224.00026686,14999.9995361,11102.00023039
71,11431.16330001,11181.17107001,10428.67765014,10001.74179502,10001.107825,10001.74179502,10001.74189502,10001.74199502,10009.26051402,10428.67786014,10000.031445,10000.023575,10545.29518337,11520.45359167,12000.00980408,12000.01080408,12039.15845232,12000.01080408,11877.72074453,14000.001,13167.0011,12792.46574222,12653.05179593,12000.01093908,13214.99,13167.001435,15000.0,14033.87987905,14286.87993905,13999.999316,14000.001335,14286.87993905,14000.001335,14000.001335,12039.15888732,12293.93186454,13000.051435,13937.5265,13000.051435,13000.051435,14033.87987905,13600.14633477,13000.051435,15000.0,14033.87988452,13950.0,14500.0,14500.0,14999.999552,14999.99888,14999.9988576,15169.45426066,14999.9998153,15758.51657574,15745.55512237,16099.79855494,15999.79858382,15999.79861158,14999.99872666,10959.80667426
72,11382.999369,11000.40823901,10084.176725,10000.031235,10000.031235,10000.031235,10001.007925,10000.031435,10001.74200502,10009.26051402,10000.023575,10000.015905,10520.45359167,11511.53571526,12000.00030006,12000.00130006,12000.01080408,12000.00130006,11499.9998,13525.6121348,13000.0511,12650.0,12554.48593028,11877.72087953,13167.001435,13009.42675541,14600.0,14000.001335,14033.87987905,13399.99851317,13900.0,14033.87987905,13997.097319,13787.80769746,12011.13041502,12260.8951694,12996.0,13000.051435,13000.0,13000.0,14000.001335,13000.051435,12011.13041502,15000.0,14000.0012407,13938.38388607,14000.0012407,14000.0012407,14999.99888,14999.89950753,14999.89950753,14999.99977564,14999.99889726,15745.55509735,15657.64449521,15745.55512921,15745.55514809,15745.55517585,14999.89962559,10910.16861665
73,11000.40046901,11000.0,10009.26030402,10000.023365,10000.023365,10000.023365,10000.031335,10000.023565,10000.031445,10001.74200502,10000.023575,10000.015805,10516.78356183,11454.89009625,11877.71974453,11877.72074453,12000.00130006,11877.72074453,11300.0,13167.0011,12650.0,12645.10960643,12362.5996003,11838.34118844,13000.051435,13000.051435,14500.001335,13167.001435,14000.001335,13167.001435,13167.001435,14000.001335,13950.0,13000.051435,12000.01113908,12011.13041502,12734.02853648,13000.0,12668.85198423,13000.0,13600.14633477,13000.0,12000.29,14999.89950753,13600.14633477,13860.26109448,13600.14643477,13958.07754023,14999.89950753,14500.0,14500.0,14999.9988576,14999.89954719,14999.9998153,14999.99984032,15499.88150572,15719.98770261,15499.88155842,14524.38676349,10885.2066031
74,10770.51557723,10770.52334723,10001.74179502,10000.023365,10000.023365,10000.023365,10000.023465,10000.023565,10000.023575,10000.031445,10000.023575,10000.015805,10505.43378796,11451.05391871,11111.00051006,11111.00151006,11877.72074453,11499.9998,11111.00151006,13100.0,12554.48579528,12554.48579528,12039.15858732,11336.83706675,12554.48613028,12039.15878732,14286.87993905,13000.051435,13601.0,13000.051435,13001.000337,13167.001435,13167.001435,12666.9995784,12000.00255005,12002.55963572,12666.9995784,12666.9995784,12235.028157,13000.0,13000.051435,12011.13041502,12000.01113908,14500.0,13000.051435,13792.7916536,13255.71504342,13900.0,14500.0,14007.60623118,14185.14361619,14999.89950753,14500.00003966,14999.99889726,14999.99892228,14999.99984716,15499.88153066,14999.999525,14500.00013032,10770.52537305
75,10747.5109109,10689.04258088,10000.031235,10000.023365,10000.023365,10000.023365,10000.023465,10000.023565,10000.023575,10000.023575,10000.015905,10000.00887301,10500.00046503,11438.01425932,10770.52391229,10882.97787982,11337.88676598,11300.0,10943.77728492,13000.0511,12039.15845232,12039.15845232,12000.01093908,11111.00164506,12325.0,12000.01113908,14033.87977905,12039.15888732,13597.991335,12500.0,13000.051435,13001.000337,13001.000337,12039.15888732,11877.72117953,12000.01113908,12605.38194391,12605.38194391,12111.31030143,12235.028157,13000.0,12000.29,11735.027488,14033.87988452,12799.99950753,13600.14633477,13000.051435,13600.14643477,14000.0,14000.0,14000.0,14500.0,14000.00004731,14999.89954719,14999.89957211,14999.99892912,14999.99949724,14999.99867576,14418.39415611,10088.0000509
76,10689.03481088,10682.017762,10000.023365,10000.015695,10000.015695,10000.015695,10000.023465,10000.015895,10000.023575,10000.023575,10000.015805,10000.00870401,10429.06336165,11431.60015345,10689.04314594,10770.52491229,11111.00151006,11111.00151006,10770.52491229,12943.80739331,12000.01080408,12000.01080408,11877.72087953,11000.000135,12276.55888904,11877.72107953,14023.05084519,12000.01113908,13206.9567983,12039.15888732,12241.81587616,13000.051435,13000.051435,12011.13041502,11674.51172844,12000.00255005,12260.8951694,12235.028157,12011.13041502,12011.13041502,12480.86572271,12000.01113908,11336.84146675,14000.0012407,12562.10975239,13000.051435,12799.99950753,13000.051435,13900.0,14000.0,14000.0,14000.00000765,13900.00003966,14837.0065,14837.00602837,14999.89957895,14999.998648,14999.89962559,14000.00012582,10009.26245835
77,10578.999992,10378.74616562,10000.023365,10000.015595,10000.015595,10000.015595,10000.015795,10000.015795,10000.015905,10000.023575,10000.015805,10000.00870401,10353.04387647,11111.00041006,10682.01832706,10689.04414594,10770.52491229,10770.52491229,10689.04414594,12554.48579528,12000.00130006,12000.00130006,11719.87282982,10770.52504729,12039.15878732,11350.48484878,14000.001335,11877.72117953,13167.001435,12037.9475726,12039.15888732,12039.15888732,12039.15888732,12000.01113908,11621.61565268,11882.50104191,12011.13041502,12011.13041502,12002.55963572,12008.18,12011.13041502,12000.0,11311.81213307,13600.14633477,12000.29,12799.99950753,12562.10975239,12799.99950753,13600.14643477,13900.0,13900.0,13900.0,13575.90400696,14507.2995871,14500.00007682,14500.00008368,14999.89959783,14849.81679904,13900.00012366,10001.74104654
78,10500.0,10352.63288089,10000.023365,10000.015595,10000.015595,10000.015595,10000.015695,10000.015795,10000.015805,10000.015905,10000.00887301,10000.00870401,10350.13731018,10836.8367236,10667.40030006,10682.01932706,10689.04414594,10689.04414594,10682.01932706,12039.15845232,11877.72074453,11877.72074453,11336.83706675,10689.04428094,12000.01113908,11336.83726675,13946.411764,11350.48494878,13000.051435,12011.13041502,12011.13041502,12011.13041502,12011.13041502,12000.00255005,11350.48494878,11881.00556538,12002.55963572,12002.55963572,12000.01113908,12000.29,12008.0,11877.72117953,10929.07818823,13270.39354286,12000.01113908,12759.13173831,12500.0,12562.11052411,13000.051435,13575.90366525,13575.9039673,13575.9039673,13376.43680358,14500.00004511,14000.00007234,14315.6420352,14864.40505698,14627.40790037,13649.81580904,10000.01411988
79,10290.04119437,10242.48380401,10000.015595,10000.00866301,10000.00866301,10000.00866301,10000.015695,10000.00886301,10000.015805,10000.015805,10000.00870401,10000.00860401,10295.86675525,10770.52381229,10631.28446272,10667.40030006,10682.01932706,10682.01932706,10667.40030006,12000.01080408,11796.21612946,11336.83693175,11111.00164506,10682.01946206,11877.72107953,11111.00184506,13167.001435,11336.83726675,12200.0,12000.01113908,12000.01113908,12000.01113908,12000.01113908,11877.72117953,11336.83726675,11877.72117953,12000.01113908,12000.01113908,11877.72117953,12000.01113908,12000.29,11735.027488,10904.0001,13174.556549,11898.38293724,12562.10975239,12000.29,12000.29,12799.99950753,13539.98241904,13376.43676392,13376.43676392,13000.05147466,14000.00004731,13900.00007016,14000.00007918,14627.40787261,14500.00013032,13000.05155982,10000.01078296
80,10009.25247902,10176.20030001,10000.015595,10000.00849401,10000.00849401,10000.00849401,10000.00876301,10000.00869401,10000.00887301,10000.015805,10000.00870401,10000.00860401,10009.26081408,10689.04304594,10009.26091408,10236.80712953,10667.40030006,10667.40030006,10009.26191408,12000.00130006,11674.26211075,11111.00151006,11000.000135,10652.40030006,11336.83726675,10770.52524729,13009.42675541,11111.00184506,12039.15888732,11877.72117953,11877.72117953,12000.00255005,12000.00255005,11643.9983111,11111.00364506,11861.01594037,11998.84073032,11996.0,11350.48494878,12000.0,12000.01113908,11602.65108946,10770.52524729,13000.051435,11822.52880397,12000.29,11799.99950753,11799.99950753,12384.95369605,13376.43673927,13000.051435,13000.051435,12799.99954719,13900.00004511,13575.90403198,13900.00007702,14500.00010256,14315.64208184,12799.99963235,10000.01054618
81,10001.73397002,10084.17667,10000.015595,10000.00839401,10000.00839401,10000.00849401,10000.00859401,10000.00869401,10000.00870401,10000.00887301,10000.00870401,10000.00860401,10001.74220508,10682.01822706,10001.74230508,10009.26191408,10009.26191408,10300.08891004,10001.74330508,11877.72074453,11336.83693175,10770.52491229,10770.52504729,10009.26204908,11232.12702343,10689.04448094,13000.051435,11000.17,12011.13041502,11363.01072608,11363.01072608,11877.72117953,11877.72117953,11548.101,11000.0,11807.5393878,11964.06952965,11913.80812381,11336.84146675,11877.72117953,12000.0,11336.84146675,10640.40160006,12799.99950753,11820.10564199,12000.01113908,11739.2760462,11784.41406435,12000.29,13000.051435,12799.99950753,12799.99950753,12593.8117,13575.90400696,13376.43683407,13575.90403882,14315.64205408,14000.00012582,12322.00924847,10000.0103068
82,10000.00083801,10009.26024902,10000.00866301,10000.00839401,10000.00839401,10000.00849401,10000.00859401,10000.00869401,10000.00870401,10000.00870401,10000.00860401,10000.00860401,10000.03510006,10667.40020006,10000.03174506,10001.74330508,10001.74330508,10009.26191408,10000.03274506,11111.00151006,11111.00151006,10689.04414594,10691.0,10001.74344008,11111.00184506,10682.01966206,12819.44054156,10770.52524729,12000.01113908,11350.48494878,11350.48494878,11350.48494878,11350.48494878,11350.48494878,10945.52941077,11350.48494878,11913.80812381,11881.00556538,11297.4227718,11653.4178,11877.72117953,11297.4228718,10503.35308553,12562.10975239,11799.99950753,11898.38293724,11336.84156675,11739.2760462,11840.03904014,12799.99950753,12618.0,12443.03018,12418.90003966,13376.43680903,13000.05150634,13448.2395619,14000.00009806,13900.00012366,12000.29012482,10000.01010975
83,10000.00066901,10001.74174002,10000.00849401,10000.00839401,10000.00839401,10000.00839401,10000.00859401,10000.00859401,10000.00870401,10000.00870401,10000.00860401,10000.00860401,10000.03164506,10572.19192011,10000.02387506,10000.03274506,10000.03274506,10001.74330508,10000.02487506,10770.52491229,10931.71462078,10682.01932706,10689.04428094,10000.03288006,10770.52524729,10652.40150006,12039.15878732,10689.04448094,11877.72117953,11336.83726675,11336.83726675,11336.83726675,11342.98523576,11336.83726675,10896.93984148,11336.83726675,11881.00556538,11877.72117953,11111.00364506,11350.48494878,11735.027488,10940.0,10248.01956206,12011.13041502,11739.2760462,11799.99950753,11256.74825602,11548.08334584,11800.00045513,12000.29,12474.54363893,12000.29,12161.47876758,13000.05147466,12799.99957887,13191.61483716,13900.0000959,13575.90408546,11927.23950709,10000.0100998
84,10000.00056901,10000.03118,10000.00839401,10000.00839401,10000.00839401,10000.00839401,10000.00849401,10000.00859401,10000.00860401,10000.00870401,10000.00860401,10000.00850401,10000.02377506,10009.26081408,10000.02377503,10000.02487506,10000.02487506,10000.03274506,10000.02477503,10689.04414594,10770.52491229,10667.40030006,10682.01946206,10000.02501006,10689.04448094,10009.26224908,12000.01113908,10652.40150006,11350.48494878,11111.00184506,11111.00184506,11111.00184506,11336.83726675,11111.00364506,10848.61663678,11111.00364506,11877.72117953,11350.48494878,10770.52524729,11336.84146675,11336.84146675,10904.0001,10118.45173755,12000.29,11542.0621491,11739.2760462,11185.026565,11336.84156675,11336.84156675,11931.78964004,12322.18542239,11931.78967357,12085.20832491,12799.99954719,12418.90006468,13000.05151318,13783.94945596,13000.05155982,11837.00609338,10000.0100998
85,10000.00056901,10000.02331,10000.00839401,10000.00839401,10000.00839401,10000.00839401,10000.00849401,10000.00859401,10000.00860401,10000.00860401,10000.00860401,10000.00850401,10000.02367503,10001.74220508,10000.02377503,10000.02477503,10000.02477503,10000.02487506,10000.02477503,10682.01932706,10689.04414594,10637.05179593,10667.40030006,10000.02491003,10682.01966206,10001.74354008,11877.72107953,10648.01966206,11336.83726675,11000.17,10831.9997688,10997.097559,11111.00184506,10965.81955048,10770.52524729,10770.52524729,11350.48494878,11336.84146675,10640.40150006,11297.4227718,11297.4227718,10770.52524729,10009.26224908,12000.01113908,11440.0,11336.84146675,10770.52524729,11185.026565,11185.026565,11800.00045513,12000.29,11800.00046401,12000.29003966,12418.90003966,12000.29007134,12799.99958571,13575.9040577,12799.99963235,11800.00058883,10000.00980493
86,10000.00056901,10000.02331,10000.00839401,10000.00839401,10000.00839401,10000.00839401,10000.00849401,10000.00859401,10000.00860401,10000.00860401,10000.00860401,10000.00850401,10000.02367503,10000.03164506,10000.01600503,10000.02477503,10000.02477503,10000.02477503,10000.01700503,10667.40030006,10682.01932706,10009.26191408,10514.78461465,10000.02491003,10652.40050006,10000.03298006,11495.88597232,10409.59307144,11138.6592713,10831.9997688,10770.52524729,10770.52524729,10770.52524729,10770.52524729,10689.04448094,10690.16412178,11336.84146675,11297.4227718,10248.01956206,11111.00364506,10904.0,10640.40160006,10001.74,11898.38293724,11336.84146675,11251.33780695,10747.71305162,11102.0,11102.0,11349.15917741,11931.78967357,11336.8415914,11931.78971323,12085.20833036,11931.78973825,12553.37962892,13000.05153206,12553.37967556,11402.85285468,10000.00929235
87,10000.00056901,10000.02331,10000.00839401,10000.00839401,10000.00839401,10000.00839401,10000.00849401,10000.00859401,10000.00860401,10000.00860401,10000.00850401,10000.00840402,10000.01600503,10000.02377506,10000.01600503,10000.01700503,10000.01700503,10000.02477503,10000.01700503,10500.0,10667.40030006,10001.74330508,10135.01563888,10000.01724003,10009.26224908,10000.02511006,11350.48484878,10400.0,11111.00184506,10770.52524729,10716.76030158,10716.76030158,10716.76030158,10716.76030158,10652.40150006,10689.04448094,11111.00364506,11111.00364506,10009.26224908,10770.52524729,10770.52524729,10500.0,10000.03298006,11813.45727496,11192.51808474,11192.51808474,10640.40160006,11091.80981871,10770.52524729,11336.84156675,11800.00046401,11328.03513382,11800.00050367,12000.29003966,11800.00053535,12000.29007818,12799.99960459,12000.29012482,11389.07693671,10000.00609622
88,10000.00056901,10000.01554,10000.00839401,10000.00829401,10000.00829401,10000.00829401,10000.00849401,10000.00849401,10000.00860401,10000.00860401,10000.00850401,10000.00840401,10000.01590503,10000.02367503,10000.00890404,10000.01700503,10000.01700503,10000.01700503,10000.00990404,10009.26191408,10500.0,10001.0,10052.53562348,10000.01714003,10001.74354008,10000.02501003,11336.83726675,10097.991335,11000.17,10689.04448094,10689.04448094,10689.04448094,10689.04448094,10689.04448094,10348.01956206,10652.40150006,10770.52524729,10998.84073032,10001.74,10640.40150006,10640.40150006,10248.01956206,10000.02511003,11799.99950753,11185.026565,11185.026565,10542.79127718,10770.52524729,10692.83567355,11274.995277,11581.41099901,11185.0265973,11336.84163106,11931.78971323,11411.91651999,11931.78974509,12553.3796478,11927.23950709,11336.84172288,10000.00365963
89,10000.00056901,10000.01554,10000.00839401,10000.00819402,10000.00819402,10000.00829401,10000.00839401,10000.00849401,10000.00850401,10000.00860401,10000.00850401,10000.008035,10000.01590503,10000.02367503,10000.00890404,10000.00990404,10000.00990404,10000.01700503,10000.00990404,10001.74330508,10009.26191408,10000.03274506,10009.26204908,10000.01714003,10000.03298006,10000.02501003,11111.00184506,10019.99918717,10770.52524729,10688.92706681,10688.92706681,10688.92706681,10688.92706681,10688.92706681,10037.1237,10348.01956206,10689.04448094,10943.95864608,10001.0,10248.01956206,10248.01956206,10141.4501,10000.02501003,11739.2760462,10770.52524729,11063.39073771,10136.15011687,10747.71316762,10640.40160006,11185.026565,11336.8415914,11102.0000323,11328.03517348,11800.00050367,11336.84166274,11837.00602837,12000.29009706,11837.00609338,11102.00023039,10000.00005109
90,10000.00056901,10000.01554,10000.00839401,10000.00819401,10000.00819401,10000.00829401,10000.00839401,10000.00849401,10000.00850401,10000.00850401,10000.00840402,10000.008035,10000.00880404,10000.01600503,10000.00890404,10000.00990404,10000.00990404,10000.00990404,10000.00990404,10000.03274506,10001.74330508,10000.02487506,10001.74344008,10000.01013904,10000.02511006,10000.01734003,11000.17,10009.26224908,10703.093,10652.40150006,10674.51172844,10674.51172844,10674.51172844,10674.51172844,10009.26224908,10009.26224908,10640.40150006,10770.52524729,10000.08710292,10054.0,10110.0,10009.26224908,10000.01742558,11735.027488,10747.71305162,10770.52524729,10009.26224908,10640.40160006,10009.26224908,11102.0,11185.02658965,10959.80645847,11147.07694337,11336.84163106,11102.00009691,11800.00054219,11927.23947933,11800.00058883,11050.00003664,10000.00003213
91,10000.00056901,10000.00860801,10000.00839401,10000.00819401,10000.00819401,10000.00819402,10000.00839401,10000.00839402,10000.00850401,10000.00850401,10000.00840401,10000.000365,10000.00880404,10000.01590503,10000.00880404,10000.00990404,10000.00990404,10000.00990404,10000.00980404,10000.02487506,10000.03274506,10000.02477503,10000.03288006,10000.01003904,10000.02501003,10000.01724003,10770.52524729,10001.74354008,10691.81917616,10649.00966206,10652.40150006,10652.40150006,10652.40150006,10652.40150006,10007.06801749,10002.11788,10370.4743552,10640.40150006,10000.03298006,10009.26224908,10009.26224908,10001.74,10000.01734003,11498.1230215,10640.40160006,10747.71305162,10001.74,10387.69155249,10001.74,10770.52524729,11102.00002465,10770.52525494,11102.00007196,11222.19,10959.80653187,11336.84167624,11837.00606562,11336.84172288,10959.80667426,10000.00002049
92,10000.00046901,10000.00843901,10000.00829401,10000.00819401,10000.00819401,10000.00819401,10000.00829402,10000.00839401,10000.00840402,10000.00850401,10000.008035,10000.000265,10000.00880404,10000.01590503,10000.00880404,10000.00980404,10000.00980404,10000.00990404,10000.00980404,10000.02477503,10000.02487506,10000.02477503,10000.02501006,10000.01003904,10000.02501003,10000.01724003,10689.04448094,10000.07207499,10689.04448094,10513.47588155,10648.01966206,10648.01966206,10621.61565268,10621.61565268,10002.11788,10001.74,10348.01956206,10248.01956206,10000.02511003,10001.74,10001.74,10000.03298006,10000.01013904,11336.84146675,10419.75154586,10640.40160006,10000.02437503,10367.51189382,10000.0414,10640.40160006,10882.07693671,10752.07693671,10959.80650813,11170.07694337,10910.16856315,11271.86657516,11800.00056107,11199.03588009,10910.16861665,10000.00002049
93,10000.00036902,10000.00833901,10000.00819402,10000.007825,10000.007825,10000.007825,10000.00829401,10000.008025,10000.00840401,10000.00840402,10000.008035,10000.0,10000.00870404,10000.00880404,10000.00880404,10000.00980404,10000.00980404,10000.00980404,10000.00980404,10000.02477503,10000.02477503,10000.01700503,10000.02491003,10000.01003904,10000.01734003,10000.01023904,10682.01966206,10000.03298006,10662.21624554,10421.07689499,10621.61565268,10621.61565268,10602.95095551,10548.01956206,10001.74354008,10000.13355229,10009.26224908,10076.52388041,10000.02501003,10000.03298006,10000.03298006,10000.02511003,10000.01013904,11192.51808474,10161.03956206,10177.95075048,10000.01733003,10009.26224908,10000.02437503,10033.32693671,10770.52524729,10640.39160006,10910.16853941,11102.00007196,10885.20652761,11102.00010375,11336.84169512,11102.00023039,10885.2066031,10000.00001989
94,10000.00036901,10000.00833901,10000.00819401,10000.007825,10000.007825,10000.007825,10000.007925,10000.008025,10000.008035,10000.00840401,10000.00091,9988.1413335,10000.00870404,10000.00880404,10000.00870414,10000.00980404,10000.00980404,10000.00980404,10000.00970414,10000.01700503,10000.02477503,10000.01700503,10000.02491003,10000.00993904,10000.01724003,10000.01013904,10652.40150006,10000.02511006,10652.40150006,10285.1038,10602.95095551,10602.95095551,10548.01956206,10090.52031601,10000.13355229,10000.03298006,10004.32923836,10009.26224908,10000.01742558,10000.02511003,10000.02511003,10000.02501003,10000.01013904,10770.52524729,10009.26224908,10009.26224908,10000.01684003,10001.74,10000.01733003,10009.26224908,10640.40160006,10009.26224908,10770.5252946,10959.80651358,10770.52532623,10959.80653873,11250.9995342,10959.80658537,10849.79561158,10000.00001989
95,10000.00036901,10000.00833901,10000.00819401,10000.000055,10000.00061055,10000.000615,10000.007925,10000.000355,10000.008035,10000.008035,10000.000365,9988.13772042,10000.00870404,10000.00880404,10000.00870404,10000.00970414,10000.00970414,10000.00980404,10000.00970404,10000.01700503,10000.01700503,10000.00990404,10000.01714003,10000.00993904,10000.01724003,10000.01013904,10422.43992985,10000.02511003,10648.01966206,10282.36100954,10434.79966746,10090.52031601,10090.52031601,10037.1237,10000.03298006,10000.02511003,10002.11788,10001.74,10000.01734003,10000.02501003,10000.02501003,10000.01742558,10000.01013904,10640.40160006,10001.74,10001.74,10000.01058845,10000.02437503,10000.01684003,10001.74,10009.26224908,10001.74,10640.39163972,10929.47836135,10640.38167018,10910.16857001,11170.07694337,10910.16861665,10770.52537305,10000.00001989
96,10000.00036901,10000.00833901,10000.00819401,10000.000055,10000.000055,10000.000155,10000.000255,10000.000255,10000.000365,10000.008035,10000.000265,9882.99891,10000.00870404,10000.00870404,10000.00870404,10000.00970404,10000.00970404,10000.00970414,10000.00970404,10000.00990404,10000.01700503,10000.00990404,10000.01714003,10000.00993904,10000.01023904,10000.01013904,10359.19747962,10000.02501003,10037.9475726,10180.79973096,10009.26224908,10009.26224908,10009.26224908,10009.26224908,10000.02511003,10000.02501003,10001.74,10000.03298006,10000.01013904,10000.01742558,10000.01742558,10000.01734003,10000.01003904,10461.55206958,10000.02511003,10000.69188544,10000.0102644,10000.01733003,10000.01058845,10000.02437503,10001.74,10000.01059545,10009.26239874,10910.16854486,10449.99988624,10885.20653761,11102.00012263,10900.00003664,10420.60001455,10000.00001443
97,10000.00036901,10000.00833901,10000.007825,10000.000055,10000.000055,10000.000055,10000.0002,10000.0002,10000.000265,10000.00091,10000.00021,9791.2714025,10000.00870404,10000.00870404,10000.00870404,10000.00970404,10000.00970404,10000.00970404,10000.00970404,10000.00990404,10000.00990404,10000.00990404,10000.01013904,10000.00983914,10000.01013904,10000.01003904,10250.0,10000.01734003,10019.99918717,10175.0481,10001.74354008,10002.11788,10002.11788,10002.11788,10000.02501003,10000.01742558,10000.12766205,10000.02511003,10000.01013904,10000.01734003,10000.01734003,10000.01013904,10000.01003904,10161.03956206,10000.02501003,10000.02437503,10000.01023904,10000.01684003,10000.0102644,10000.01733003,10000.02437503,10000.01035492,10001.74003966,10770.5252946,10009.26243041,10770.52533307,10959.80655761,10885.2066031,10088.0000509,10000.00001443
98,10000.00036901,10000.00833901,10000.007825,9878.9997,9988.13761042,9988.1411235,10000.000155,9999.9999,10000.00021,10000.000365,9988.1413335,9478.77036501,10000.00860404,10000.00870404,10000.0086929,10000.00970404,10000.00970404,10000.00970404,10000.0096929,10000.00990404,10000.00990404,10000.00980404,10000.01003904,10000.00983904,10000.01013904,10000.01003904,10097.991335,10000.01734003,10009.26224908,10166.11106015,10000.13355229,10001.74354008,10001.74354008,10001.74354008,10000.01742558,10000.01734003,10000.03298006,10000.02501003,10000.01013904,10000.01013904,10000.01013904,10000.01013904,10000.00993914,10009.26224908,10000.01742558,10000.01733003,10000.01023904,10000.01058845,10000.01023904,10000.01684003,10000.01733003,10000.0102714,10000.01063511,10640.38164517,10001.74008814,10640.38167704,10910.16858889,10770.52537305,10009.26245835,10000.0
99,10000.00036901,10000.00833901,10000.000055,9564.32396319,9713.60642034,9988.13761042,10000.0001,9988.1413235,9999.99991,10000.000265,9988.13772042,9424.78134351,10000.00860404,10000.00870404,10000.00860415,10000.0096929,10000.0096929,10000.00970404,10000.00960415,10000.00980404,10000.00990404,10000.00980404,10000.01003904,10000.00983904,10000.01013904,10000.01003904,10009.26224908,10000.01734003,10001.74354008,10132.70542259,10000.03298006,10000.13355229,10000.13355229,10000.13355229,10000.01734003,10000.01013904,10000.02511003,10000.01742558,10000.01013904,10000.01013904,10000.01013904,10000.01013904,10000.00993904,10001.74,10000.01734003,10000.01684003,10000.01003904,10000.0102644,10000.01023904,10000.01058845,10000.01684003,10000.01024604,10000.01039458,10376.0,10000.01257133,10636.24308507,10885.20657534,10752.07694337,10001.74104654,9999.99951989
100,10000.0,10000.00833901,10000.000055,9478.77025501,9478.77025501,9478.77025501,10000.0001,9988.13771042,9988.1413335,10000.00021,9882.99891,9264.80812016,10000.00860404,10000.00870404,10000.00020013,10000.00960415,10000.00960415,10000.0096929,10000.00020013,10000.00980404,10000.00980404,10000.00980404,10000.01003904,10000.0098279,10000.01003904,10000.00993914,10001.74354008,10000.01013904,10000.09539701,10009.26224908,10000.02511006,10000.03298006,10000.03298006,10000.03298006,10000.01013904,10000.01013904,10000.02501003,10000.01734003,10000.01003904,10000.01013904,10000.01013904,10000.01013904,10000.00993904,10000.03298006,10000.01013904,10000.01058845,10000.00993914,10000.01023904,10000.01004233,10000.0102644,10000.01059545,10000.01004233,10000.01031106,10009.26239874,10000.01063511,10449.99988624,10800.00000888,10143.16572824,10000.01374186,9994.40294773
