rank_,d2009_01_31,d2009_02_28,d2009_03_31,d2009_04_30,d2009_05_31,d2009_06_30,d2009_07_31,d2009_08_31,d2009_09_30,d2009_10_31,d2009_11_30,d2009_12_31,d2010_01_31,d2010_02_28,d2010_03_31,d2010_04_30,d2010_05_31,d2010_06_30,d2010_07_31,d2010_08_31,d2010_09_30,d2010_10_31,d2010_11_30,d2010_12_31,d2011_01_31,d2011_02_28,d2011_03_31,d2011_04_30,d2011_05_31,d2011_06_30,d2011_07_31,d2011_08_31,d2011_09_30,d2011_10_31,d2011_11_30,d2011_12_31,d2012_01_31,d2012_02_29,d2012_03_31,d2012_04_30,d2012_05_31,d2012_06_30,d2012_07_31,d2012_08_31,d2012_09_30,d2012_10_31,d2012_11_30,d2012_12_31,d2013_01_31,d2013_02_28,d2013_03_31,d2013_04_30,d2013_05_31,d2013_06_30,d2013_07_31,d2013_08_31,d2013_09_30,d2013_10_31,d2013_11_30,d2013_12_31
42,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.12,61.0,200.0,800.0,2006.15,3356.0,4160.94,5100.0,6530.0,8910.1,9900.0,10000.0,12200.0,10000.0,10195.22,10000.0,10195.22,10000.0,10000.0,10000.0,10901.47,12544.60640883,12800.0,11486.19819848,10770.51520822,11867.8,10591.2595,10411.11,10689.03444187,12088.20304958,11549.22307692,12500.0,12718.0,12801.0,13406.0,14600.27022936,14941.20023553,16433.40919973,15799.9349,17000.0,16090.27,15000.0,17009.05131474,20000.0,19982.0,17515.85361849,19414.41322244,21300.20030001,26167.04286903
43,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.12,52.01,200.0,700.0,2000.0,3233.17,4150.0,5100.0,6500.0,8884.0,9500.0,10000.0,11300.0,10000.0,10050.0,10000.0,10050.0,10000.0,10000.0,10000.0,10770.51520822,12246.98937268,12630.6809386,11300.0,10689.03444187,11486.19819848,10500.0,10009.25101,10556.75,12001.0,11491.00606186,12165.24568696,11867.8,12800.0,13369.771068,14286.87,14500.0,16000.0,15144.02021312,16700.009763,15799.9349,15000.0,17000.0,19690.0,19690.0,16927.271,18015.85361851,21071.49857402,24139.17326902
44,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.1,50.26,198.0,700.0,1858.2,3150.0,4100.0,5000.0,6288.7,8559.32,9444.0,10000.0,11250.04,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10689.03444187,12167.79,12246.98937268,10770.51520822,10500.0,11350.0,10411.11,10000.00000001,10500.0,11892.0,11350.0,12123.08,11800.0,11867.8,13125.37613899,13237.11638034,14286.87,15799.9349,15000.0,16006.91,15116.42249773,14999.99,16927.271,19414.4128074,19414.41280741,16403.0,17000.0,21000.00110001,23000.00166902
45,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.03,50.22,188.0,652.57,1832.0,2953.38,4000.0,5000.0,6200.0,8333.33,9349.07,10000.0,11000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10500.0,12000.01234567,12024.98432104,10689.03444187,10411.11,11300.0,10062.108283,10000.0,10009.25101,11867.8,11300.0,11867.8,11630.08,11800.0,13050.0,13050.0,14237.41,15000.0,14999.99,15799.9349,15000.0,14700.009763,15270.21338073,17013.78520516,17015.85361849,15000.0,16927.27100002,20844.17020003,21744.000269
46,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.14,150.0,602.0,1800.0,2750.0,4000.0,5000.0,6062.74,8064.52,9300.0,10000.0,10672.08,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10411.11,11300.0,11867.8,10500.0,10264.645974,10770.51520822,10009.25101,10000.0,10000.00000001,11445.32486021,11000.0,11800.0,11350.0,11542.65,12950.0,12950.0,14000.0,14500.0,14500.0,15000.0,14999.99,14500.0,15100.0,17000.0,16927.271,14500.001,15312.90587074,19414.41352244,20844.17066903
47,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.12,150.0,550.03,1750.0,2650.03,3679.77,5000.0,6000.0,8000.0,9260.0,10000.0,10500.05,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10396.86,11000.0,11300.0,10411.11,10200.0,10689.03444187,10000.00000001,10000.0,10000.0,11350.0,10770.51520822,11549.22307692,11300.0,11350.0,12800.0,12800.0,14000.0,14286.87,14432.67653939,14999.99,14700.009763,14329.9,15000.0,16927.271,16920.0,14399.0,15000.00000002,18927.27120002,20710.63545778
48,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.12,150.0,550.0,1716.01,2500.0,3628.0,4900.07,6000.0,8000.0,9000.0,9444.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.1,10770.51520822,11000.0,10009.25101,10009.25101,10500.0,10000.0,10000.0,10000.0,11300.0,10689.03444187,11350.0,11000.0,11300.0,12618.0,12469.99,13753.54,14237.41,14286.87,14900.98,14500.0,14286.87,14999.99,15000.0,15000.0,14286.87,14500.00100002,18878.13309231,19414.41389144
49,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.1,150.0,523.48,1700.0,2500.0,3620.0,4500.0,5900.0,7944.06,8999.0,9349.08,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.01234567,10689.03444187,10770.51520822,10000.00000001,10000.00000001,10411.11,10000.0,10000.0,10000.0,10770.51520822,10500.0,11300.0,10770.51520822,11000.0,12576.0,12468.69913861,13500.0,14000.0,14237.41,14607.53640361,14329.9,14243.41,14700.009763,14700.009763,14546.02,14243.411,14286.87000002,18542.30205829,18024.11747953
50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.03,150.0,500.0,1660.45,2500.0,3550.0,4250.0,5900.0,7630.0,8910.1,9260.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10500.0,10689.03444187,10000.0,10000.0,10200.0,10000.0,10000.0,10000.0,10689.03444187,10500.0,11106.5,10689.03444187,10770.51520822,12564.30457484,12316.42556559,13437.11638034,13437.11638034,14151.0,14500.0,14286.87,13999.98,14500.0,14500.0,14500.001,14241.001,14243.41100002,18024.11711053,17975.0025728
51,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,123.66,500.0,1526.7,2250.0,3305.0,4200.02,5851.46,6944.0,8697.92,9000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10411.11,10500.0,10000.0,10000.0,10009.25101,10000.0,10000.0,10000.0,10604.84119795,10024.85124306,10770.51520822,10500.0,10730.5,12469.99,12237.41,13050.0,13340.0,14000.0,14432.15502252,14243.41,13506.98838358,14329.9,14438.02,14399.0,14000.0,14001.00000001,18000.0,17836.0001
52,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,119.01,500.0,1400.0,2250.0,3233.17,4160.94,5800.0,6900.0,8613.81,9000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10396.86,10411.11,10000.0,10000.0,10000.00000001,10000.0,10000.0,10000.0,10500.0,10009.25101,10689.03444187,10210.2795031,10689.03444187,12237.41,11867.8,12950.0,13050.0,13437.11638034,14286.87,13999.98,13050.0,14286.87,14286.87,14286.87,13850.00000001,13850.00000002,17243.41120002,17000.000469
53,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,450.0,1350.0,2200.0,3005.0,4150.0,5100.0,6705.0,8449.0,8999.0,10000.0,10000.0,10000.0,9999.95,10000.0,10000.0,10000.0,10000.0,10000.0,10000.1,10000.10101,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10009.25101,10000.00000001,10500.0,10009.25101,10678.00003552,11867.8,11853.0,12800.0,12950.0,13050.0,14237.41,13501.91620215,12950.0,14243.411,14243.411,14243.411,12950.0,13654.32537843,17000.0001,17000.000369
54,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,400.0,1060.78,2006.15,2953.38,4000.0,5100.0,6679.88,8333.33,8910.1,10000.0,10000.0,10000.0,9999.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00000001,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.0,10009.25101,10002.5,10500.0,11853.0,11800.0,12005.0,12800.0,12950.0,14000.0,13050.0,12569.513,13850.0,13850.0,14241.001,12889.02,13123.14159265,15658.69696375,16500.000269
55,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,399.0,1050.0,2000.0,2850.0,4000.0,5000.0,6625.0,8000.0,8697.92,10000.0,10000.0,10000.0,9899.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10001.01010101,10210.2795031,11800.0,11495.1912,11867.8,12508.32209445,12900.39762403,14000.0,12950.0,12504.0,13504.05816805,13504.05816805,14000.0,12700.00976301,12950.00000001,15101.29044042,15064.0001
56,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,99.99,350.04,1010.0,2000.0,2850.0,4000.0,5000.0,6600.0,8000.0,8449.0,10000.0,9978.31,10000.0,9851.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10210.22806259,11577.0,11350.0,11853.0,12005.0,12800.0,13456.52425584,12565.946,12500.0,13499.98,13499.98,13850.00000001,12562.661,12889.02000001,15000.00010002,15000.000666
57,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,82.51,350.0,1000.0,1950.0,2800.0,4000.0,5000.0,6551.46,7941.06,8333.33,10000.0,9900.0,9999.0,9766.59,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10009.25101,11350.0,11102.9,11800.0,11999.11633476,12508.32209445,13437.11638034,12500.0,12500.0,12950.0,12950.0,13700.00976301,12533.14159265,12562.66100001,14500.00110002,15000.00046902
58,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,61.0,340.0,1000.0,1920.0,2750.0,3920.0,4250.0,6500.0,7530.0,8250.02,10000.0,9800.0,9900.0,9444.0,9999.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10001.01010101,11335.65,10770.51520822,11698.53895259,11867.8,12039.14901727,13050.0,12500.0,12270.91693957,12727.02,12645.6352394,12950.0,12500.001,12500.00100001,14286.87000002,14500.00146902
59,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,52.01,325.0,1000.0,1858.2,2650.03,3750.02,4200.0,6300.0,7500.0,8150.15,9444.0,9444.0,9444.0,9406.33,9899.0,10000.0,9952.71,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,11207.4,10689.03444187,11633.01463578,11800.0,12009.05131474,13000.01,12039.14901727,12049.828,12573.433,12577.648,12574.081,12039.14901727,12039.14901728,14145.05173205,14286.87036902
60,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.44,303.42,1000.0,1832.0,2615.0,3555.0,4150.0,6062.74,7400.0,8000.0,9424.24905919,9406.33,9406.33,9348.72,9851.0,10000.0,9867.77,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10770.51520822,10635.98998259,11350.0,11698.53895259,12001.8,12950.0,12009.05131474,12039.14901727,12500.0,12533.14159265,12533.14159265,11767.73630423,11700.00976302,14001.00000001,14000.00036901
61,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.26,300.0,1000.0,1716.01,2500.0,3250.0,4015.94,6050.0,7350.01,8000.0,9260.0,9364.73,9364.73,9301.84,9444.0,10000.0,9851.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10689.03444187,10600.0,11102.9,11350.0,11800.0,12039.14901727,11817.73630423,12009.05131474,12500.0,12500.001,12500.001,11490.59820059,11654.00000001,13850.00000002,13850.00036902
62,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.22,251.0,950.0,1700.0,2500.0,3233.17,4000.0,6000.0,7000.07,7941.06,9000.0,9260.0,9260.0,9260.0,9260.0,10000.0,9780.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10636.68998259,10500.0,10770.51520822,11300.6,11350.0,12017.73630423,11791.0,11791.0,12360.0,12039.14901727,12039.14901727,10983.62454322,11408.55240001,13395.55363484,13600.000269
63,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.14,250.0,950.0,1650.0,2250.0,3200.0,4000.0,6000.0,6900.0,7530.0,9000.0,9000.0,9150.0,9000.0,9043.72,9851.0,9720.66193511,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10500.0,10424.7585,10689.03444187,11282.134808,11342.155808,12009.05131474,11400.0,11767.73630423,12039.14901727,11767.73630423,11767.73630423,10770.51520822,11382.9989,13123.14159265,13123.14169265
64,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.12,250.0,946.36,1526.7,2200.0,3005.0,4000.0,5900.0,6711.0,7500.0,9000.0,8999.0,9000.0,8999.0,9000.0,9478.77,9478.77,9952.71,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10424.7585,10200.0,10600.0,11102.9,11102.9,11848.39013303,11296.81007314,11145.328808,11829.64175173,11440.0,11091.00000001,10689.03444187,10983.62454323,12950.00010001,12950.00020001
65,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.12,250.0,900.0,1500.0,2011.0,3005.0,4000.0,5850.0,6625.0,7450.31,8999.0,8910.1,9000.0,8910.1,8999.0,9444.0,9444.0,9867.77,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10237.11638034,10082.46948933,10500.0,11000.0,11000.0,11800.0,11134.555808,10983.62454322,11767.73630423,10983.62454322,10983.62454322,10399.979,10770.51520823,12637.33065642,12589.94836201
66,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.1,225.0,895.65,1472.3,2006.15,2759.01,4000.0,5100.0,6600.0,7400.0,8910.1,8449.0,8999.0,8800.0,8910.1,9396.86,9260.0,9851.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9924.81999112,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10210.2795031,10009.25101,10424.7585,10770.51520822,10995.87654322,11381.885808,10983.62454322,10770.51520822,11640.0,10770.51520822,10770.51520822,10011.30326329,10689.03444188,12558.74110001,12558.74120001
67,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.03,201.0,850.0,1350.0,2000.0,2750.0,3920.0,5100.0,6062.74,7372.0,8900.0,8436.91,8910.1,8532.22,8532.22,9333.45,9210.2807,9780.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9851.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10009.25101,10001.01010101,10400.0,10756.4985,10770.51520822,11192.948,10770.51520822,10726.82,11145.328808,10689.03444187,10689.03444187,10009.25211001,10399.97900001,12500.00100001,12500.00110001
68,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,200.0,844.95,1350.0,2000.0,2700.0,3801.0,5099.24,6050.0,7250.0,8733.22,8415.04,8532.22,8453.91,8458.0,9260.0,9081.4360236,9478.77,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9924.81999112,9751.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10006.72248933,10000.00000001,10009.25101,10689.03444187,10689.03444187,11102.9,10689.03444187,10703.14159265,10983.62454322,10536.0,10499.9795,10002.8797,10144.00000001,12401.16340001,12401.16350001
69,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,200.0,801.0,1328.75,2000.0,2650.03,3750.02,5000.0,6000.0,7200.0,8449.0,8333.33,8449.0,8333.33,8357.55,9067.32,9000.0,9444.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,9851.0,9478.77,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10001.01010101,10000.0,10001.01010101,10600.0,10620.06015429,11100.0,10011.30326329,10689.03444187,10770.51520822,10417.569,10056.38354725,10001.73360101,10032.47782609,12039.14901728,12100.20150001
70,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,200.0,800.0,1250.0,1900.0,2550.01,3555.0,5000.0,5900.0,7112.71,8333.33,8297.78,8333.33,8180.0,8333.33,9026.83,8999.59,9260.0,10000.0,10000.0,10000.0,9989.8663,9851.0,10000.0,9478.77,9444.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.0,10000.00000001,10424.7585,10615.414,10995.87504322,10009.25101,10237.32453725,10703.14159265,10011.30326329,10011.30326329,10000.001,10011.3032633,11382.999,12039.14911728
71,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,200.0,797.58,1250.0,1858.2,2509.66,3500.0,5000.0,5850.0,7100.0,8000.0,8050.1,8180.0,8000.0,8229.02,9000.0,8999.0,9210.2807,10000.0,10000.0,10000.0,9851.0,9780.0,10000.0,9444.0,9260.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10009.25101,10145.35362658,10865.03388285,10002.0,10011.30326329,10689.03444187,10009.25201,10009.25211001,10000.00000001,10009.25211002,11000.40000001,12000.01
72,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,200.0,750.0,1250.0,1850.0,2500.0,3500.0,5000.0,5551.12,7001.42,8000.0,8000.0,8000.0,8000.0,8102.25,8999.0,8885.1,9081.4360236,10000.0,10000.0,10000.0,9780.0,9478.77,10000.0,9260.0,9210.2807,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10001.01010101,10117.63136185,10770.51520822,10001.73260101,10009.25101,10417.569,10001.73360101,10001.73360101,10000.0,10001.73360102,11000.10020001,11382.999369
73,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,200.0,750.0,1200.0,1838.0,2500.0,3233.17,4999.0,5300.0,6999.0,7941.06,8000.0,8000.0,8000.0,8000.0,8910.1,8464.298,9000.0,10000.0,10000.0,10000.0,9478.77,9444.0,9851.0,9210.2807,9081.4360236,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10009.25101,10689.03444187,10000.00000001,10001.73260101,10011.30326329,10000.00478862,10000.001,10000.0,10000.00000002,10770.51520823,11000.40046901
74,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,200.0,750.0,1150.0,1832.0,2500.0,3200.0,4801.0,5100.0,6900.0,7542.05,7941.06,8000.0,7941.06,8000.0,8899.0,8251.913,9000.0,10000.0,10000.0,10000.0,9444.0,9418.9,9478.77,9081.4360236,9020.38548968,9924.81999112,10000.0,10000.0,10000.0,9924.81999112,10000.0,10000.0,10000.0,10000.0,10000.0,10001.01010101,10398.36612775,10000.0,10000.09997866,10009.25101,10000.00000001,10000.00000001,10000.0,10000.00000001,10700.00000002,11000.10056901
75,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,198.0,750.0,1060.78,1800.0,2500.0,3005.0,4400.0,5000.0,6711.0,7530.0,7650.69,7941.06,7800.0,8000.0,8660.72,8150.0,8999.59,10000.0,10000.0,10000.0,9418.92309763,9260.0,9444.0,8999.59,8999.59,9851.0,10000.0,10000.0,9962.236297,9869.54,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10009.25101,10000.0,10000.00000001,10001.73260101,10000.0,10000.0,10000.0,10000.00000001,10689.03444188,10965.000269
76,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,188.0,750.0,1050.0,1500.0,2500.0,3005.0,4250.0,5000.0,6625.0,7500.0,7542.05,7800.0,7607.46,7941.06,8507.61,8000.0,8999.0,10000.0,9952.71,9952.71,9388.5485,9210.2807,9418.9,8999.0,8999.0,9751.0,10000.0,9926.8,9926.8,9851.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10001.73260101,10000.0,10000.0,10000.09997866,10000.0,10000.0,10000.0,10000.00000001,10009.25211002,10770.51557723
77,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,150.0,726.29,1010.0,1500.0,2450.0,3000.0,4170.0,5000.0,6600.0,7372.0,7530.0,7542.05,7530.0,7800.0,8500.0,7941.06,8000.0,10000.0,9851.0,9851.0,9260.0,9081.4360236,9260.0,8850.6,8796.84981874,9478.77,10000.0,9924.81999112,9924.81999112,9836.8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.0,10000.0,10000.00000001,10000.0,10000.0,10000.0,10000.00000001,10001.73360102,10689.03481088
78,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,150.0,700.0,1000.0,1500.0,2400.0,2900.0,4150.0,5000.0,6062.74,7250.0,7500.0,7530.0,7500.0,7589.67,8458.0,7799.0,7994.44337099,10000.0,9780.0,9780.0,9210.2807,9000.0,9210.2807,8796.84981874,8418.9,9444.0,10000.0,9869.54,9869.54,9478.77,9924.81999112,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00030001,10132.91928005
79,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,150.0,700.0,1000.0,1472.3,2400.0,2760.27,4100.05,4999.0,6050.0,7200.0,7500.0,7500.0,7500.0,7536.42,8333.33,7712.12,7941.06,10000.0,9478.77,9478.77,9081.4360236,8999.59,9081.4360236,8739.3519542,8111.0,9260.0,9962.22307692,9851.0,9851.0,9424.0,9869.54,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00020001,10009.25247902
80,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,150.0,652.57,1000.0,1450.0,2320.41,2750.0,4000.0,4850.0,6000.0,7001.42,7372.0,7500.0,7372.0,7530.0,8022.36,7500.0,7900.65,10000.0,9444.0,9444.0,9000.0,8999.0,8999.59,8669.16,8000.0,9210.2807,9926.8,9815.5,9751.0,9260.0,9851.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00020001,10001.73397002
81,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,150.0,650.0,1000.0,1418.37,2305.67,2700.0,4000.0,4615.0,5900.0,6999.0,7250.0,7372.0,7250.0,7500.0,8000.0,7500.0,7799.0,9952.71,9260.0,9260.0,8999.59,8796.84981874,8999.0,8418.9,8000.0,9081.4360236,9924.81999112,9751.0,9705.25,9210.2807,9836.8,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00020001,10000.00083801
82,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,150.0,615.01,950.0,1350.0,2250.0,2650.03,4000.0,4454.74,5600.95,6900.0,7029.5,7250.0,7215.0,7500.0,8000.0,7479.38,7712.12,9851.0,9210.2807,9210.2807,8999.0,8669.16,8796.84981874,8111.0,8000.0,8999.59,9869.54,9559.96,9478.77,9081.4360236,9478.77,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00020001,10000.00066901
83,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,150.0,600.0,946.36,1349.39,2245.0,2509.66,4000.0,4350.05,5200.0,6900.0,7001.42,7001.42,7033.23,7496.0,8000.0,7400.0,7500.0,9780.0,9081.4360236,9101.05796153,8796.84981874,8602.7265,8739.3519542,8000.0,7941.06,8999.0,9851.0,9478.77,9424.0,9007.97806259,9424.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00020001,10000.00056901
84,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,119.01,600.0,900.0,1217.0,2244.0,2500.0,4000.0,4250.0,5100.0,6742.63,6999.0,6999.0,7012.58,7372.0,7941.06,7372.0,7500.0,9699.79333537,9000.0,9081.4360236,8720.0,8111.0,8669.16,8000.0,7900.65,8901.33618658,9815.5,9444.0,9260.0,8999.0,9260.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00020001,10000.00056901
85,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,100.0,600.0,895.65,1050.0,2200.0,2500.0,3900.0,4250.0,5000.0,6705.0,6900.0,6969.69,6999.0,7250.0,7530.0,7000.0,7400.0,9478.77,8999.59,9000.0,8669.16,8000.0,8148.6,8000.0,7799.0,8418.9,9751.0,9300.0,9210.2807,8949.01,9210.2807,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.00000001,10000.00020001,10000.00056901
