rank_,d2015_06_30,d2015_07_31,d2015_08_31,d2015_09_30,d2015_10_31,d2015_11_30,d2015_12_31,d2016_01_31,d2016_02_29,d2016_03_31,d2016_04_30,d2016_05_31,d2016_06_30,d2016_07_31,d2016_08_31,d2016_09_30,d2016_10_31,d2016_11_30,d2016_12_31,d2017_01_31,d2017_02_28,d2017_03_31,d2017_04_30,d2017_05_31,d2017_06_30,d2017_07_31,d2017_08_31,d2017_09_30,d2017_10_31,d2017_11_30,d2017_12_31,d2018_01_31,d2018_02_28,d2018_03_31,d2018_04_30,d2018_05_31,d2018_06_30,d2018_07_31,d2018_08_31,d2018_09_30,d2018_10_31,d2018_11_30,d2018_12_31,d2019_01_31,d2019_02_28,d2019_03_31,d2019_04_30,d2019_05_31,d2019_06_30,d2019_07_31,d2019_08_31,d2019_09_30,d2019_10_31,d2019_11_30,d2019_12_31,d2020_01_31,d2020_02_29,d2020_03_31,d2020_04_30,d2020_05_31,d2020_06_30,d2020_07_31,d2020_08_31,d2020_09_30,d2020_10_31,d2020_11_30,d2020_12_31,d2021_01_31,d2021_02_28,d2021_03_31,d2021_04_30,d2021_05_31,d2021_06_30,d2021_07_31,d2021_08_31,d2021_09_30,d2021_10_31
44,199999.999118,199999.999118,206027.9746793205,206027.9746793205,234998.78766035373,215000.99957863998,230299.45510733459,215000.99957863998,203433.99957864,203433.99957864,200004.99957863998,200000.49167842066,217050.20568818622,279997.88337998,280000.49167842063,250000.99798400002,280000.98885644338,280087.9933619,285035.561671,285035.561671,312387.46635942528,251466.36526877416,252462.77141855826,309999.97759541945,330350.66468050145,350913.53125792777,325350.66468050145,321303.70678726555,306276.27225139993,269419.347960953,254248.45390694,252556.99947500002,254248.45390694,267419.34797095304,281379.77284689131,275000.00001001556,275000.00001001556,281379.77284689131,288037.20324839576,306276.27226139995,281379.77284689131,233252.09757630638,224999.999916,216905.687,208142.01139432,222538.857970168,233835.18754269448,235673.02170978449,233074.98390318902,232992.71302589405,231076.16812697161,231554.53461311932,285716.04181363678,254248.45391694,228975.16812697161,226775.16812697164,240550.00188040998,227716.58247824802,216770.16812698162,225904.23865687192,212731.7008292572,199999.994393,199999.996577,199999.994393,199102.30989632162,200001.0,200000.997039,200000.997039,199999.99746211086,199999.99746211086,197318.21528266938,197208.19291741285,197262.32663146063,198795.76739062672,197570.95525471339,196919.68973512595,191967.08537337626
45,199999.998960599,199999.998960599,203435.791453,205006.17968870551,232968.39058654936,210000.59642999998,229814.40350306968,210000.59642999998,200004.99957863998,200004.99957863998,200000.99085847251,199999.99936878,216455.87182842827,250000.0,279997.88337998,250000.0,280000.49167842063,280000.97112798138,280648.11175699724,280648.11175699724,310648.11175699724,250001.587123,250999.9871795,300000.05452650611,314807.79697100003,350001.48796962271,314807.79697100003,314807.79697100003,273653.28515376314,264617.2888097323,252556.99947500002,250969.99963118753,250000.0,254248.45391694,275000.00001001556,259219.347970953,258219.347970953,275000.00001001556,281379.77284689131,281379.77284689131,275000.00001001556,229999.999086,217929.249372,216206.33544702598,207437.97,218676.43745335637,233038.12336754732,233031.87901585043,231076.1681169706,231076.1681169706,221056.92702767713,229575.16812697161,274999.99949831993,253513.07568595721,225193.82223778963,218738.06714465702,236889.50223778965,224959.00223778962,211738.06719675389,215670.16812698162,207881.82031850706,199999.99134799998,199999.994393,199580.321715139,197655.82701249287,200000.997039,200000.10703597133,200000.10703597133,199999.996577,199580.321715139,197262.32663146063,196919.68973512595,196919.68973512595,197967.09387337626,197262.32663146063,192000.0,190902.96222951243
46,199999.99895,199999.99895,199999.99958,203435.791453,231333.78449621561,205006.17968870551,224920.54322447663,203555.35132000002,199999.99958,200000.99085847251,199999.99958,199999.998960599,215090.17573601374,242652.98916,250000.0,249999.999118,279997.88337998,280000.49167842063,280087.9933619,280087.9933619,309999.97759541945,250000.99798400002,250001.587123,284954.93977928476,309999.97759541945,330350.66468050145,309899.97759541951,284429.085375345,269419.347960953,254248.45390694,250969.99963118753,250350.66468050145,247960.47871281335,251748.96926763532,264419.34797095304,254248.45391694,254248.45391694,254248.45391694,275000.00001001556,275000.00001001556,254248.45391694,227929.249372,216905.687,207437.97,206830.978746442,213097.04077834202,223273.89529361523,207881.81629685074,218499.31362065821,227399.411021213,212388.73223775963,217025.70422529391,273191.31140370452,250000.00704597132,218899.99605200998,217470.772989378,228544.36273405532,217870.16812698162,207881.82031850706,207881.82031850706,201738.06719675389,199580.321715139,199999.99134799998,198861.93477502145,197570.95525471339,200000.10703597133,199999.99746211086,199999.99746211086,199999.994393,197570.95525471339,197208.19291741285,196388.9048367505,196021.97099305125,197570.95525471339,196919.68973512595,191967.07537337625,189000.489450538
47,199999.99895,199999.99895,199999.99936878,199999.99958,215000.99957863998,203433.99957864,224624.6238297231,203433.99957864,199999.99936878,199999.99958,199999.99936878,199999.99810418,211851.54189450273,232968.39058654936,244911.03045105605,249999.999118,269263.29586898565,271998.97526691045,280000.49167842063,280000.49167842063,285035.561671,250000.0,250000.99798400002,274663.97647270747,299902.24,314807.79697100003,306453.03597715858,267514.97020117968,265589.27020117966,250000.88312798136,250000.0,250000.0,238299.53162328387,250000.00001,264331.42790235206,252244.36717268883,250000.00001,253419.34797095298,254248.45391694,254248.45391694,250000.00001,226195.96337814094,212676.48753781035,201147.573829442,200892.10996983288,208142.01139432,222911.04077834202,207437.97,214803.165537255,207881.82031850706,208891.63213661147,212988.73223775963,254248.45391694,230151.75555295261,218738.06714465702,213686.183568468,221305.05724361903,212361.32360141704,206303.26330849729,201738.06719675389,200000.10703597133,198861.93477502145,199580.321715139,197655.82701249287,197318.21528266938,199999.99746211086,199999.996577,199999.996577,199580.321715139,197318.21528266938,196919.68973512595,196021.97099305125,194767.10827337627,197262.32663146063,196021.97099305125,189381.26106957803,188297.68427569763
48,199999.99895,199999.99895,199999.999118,199999.99936878,210000.59642999998,199999.99958,215000.99957863998,199999.99958,199999.999118,199999.99936878,199999.998960599,193999.799878038,209999.99449513998,231476.15192903654,242652.98916,249999.99867700003,250088.66214050143,250696.00586898564,250001.587123,263088.43012897932,280087.9933619,249999.999118,250000.0,274143.22553957521,271879.07253957522,309999.97759541945,284732.64,254248.45390694,254248.45390694,250000.0,245702.230355816,232968.39058654936,232968.39058654936,247960.47880370132,262613.62810247036,250000.00001,240246.56926763529,250000.00001,250000.00001,250000.00001,245341.94468060546,212676.48753781035,209401.65273017707,200782.19517837674,200782.19517837674,207437.97,207437.97,200026.086817884,207881.82031850706,207580.52170978452,207881.82031850706,207881.82031850706,250000.00704597132,228975.16812697161,209998.63906490002,211975.18087474,218970.16812697164,211738.06719675389,200000.10703597133,200000.10703597133,199999.99746211086,197655.82701249287,198861.93477502145,197570.95525471339,197262.32663146063,199999.996577,199999.994393,199999.994393,197655.82701249287,197262.32663146063,196364.29632464505,192737.12267337629,190483.18417742578,196919.68973512595,189749.03433179075,188297.68427569763,187068.19559000002
49,199999.99895,199999.99895,199999.998960599,199999.999118,203433.99957864,199999.99936878,210000.59642999998,199999.99936878,199999.998960599,199999.998960599,199999.99810418,181465.28517611,200004.99957863998,229721.26528021909,232968.39058654936,249999.99867700003,250001.587123,250001.587123,250000.99798400002,250001.587123,250001.587123,249999.999118,250000.0,273596.0016036242,271116.36185111944,299902.24,278125.45836902736,250000.0,250000.0,243653.28515376314,236963.01669895891,232319.51314622621,224849.29137617617,244459.90423339856,254248.45391694,248436.36893033743,237281.71724954716,238680.56926763529,246419.347970953,246419.347970953,245300.06800562626,210186.33185814437,209000.00400000002,200000.91292766336,200000.91292766336,200782.19517837674,202769.39440992,200000.91292766336,207437.97,207437.97,207437.97002,207437.97002,230990.95770141893,219843.8222377896,207881.82031850706,209998.63906490002,211738.06719675389,210332.40976348898,199999.99746211086,199999.99746211086,199999.996577,197570.95525471339,197655.82701249287,197436.11483965,197208.19291741285,199999.994393,199580.321715139,199580.321715139,197570.95525471339,197208.19291741285,196021.97099305125,190589.79621631576,188297.68427569763,196021.97099305125,188297.68427569763,187068.19559000002,185852.59372197744
50,199999.99579999998,199999.99579999998,199999.99895,199999.998960599,199999.99958,199999.999118,203433.99957864,199999.999118,199999.99748633729,199999.99810418,193999.799878038,175143.76316405096,200000.99085847251,204625.83924438729,230000.04929018364,247793.51664923996,250000.99798400002,250000.99798400002,250000.0,250000.99798400002,250000.99798400002,249999.99867700003,249999.999118,266862.58071286138,255103.46044887873,274039.86185111944,268313.04130117974,245467.98549192777,247236.69490461127,236963.01669895891,232968.39058654936,226718.5439836444,216282.18814188676,232968.39058654936,250000.00001,241418.96926763529,232968.39058654936,232968.39058654936,237465.57726763532,245524.26441062716,234494.64017764348,209616.22154817707,207437.97,193623.23333775962,196769.7854032685,200000.91292766336,202676.43745335637,200000.09999999998,200026.086817884,205354.56677279802,200026.08683788404,200000.91294766337,229575.16812697161,207881.82031850706,205862.16937516053,207881.82031850706,209998.63906490002,209998.63906490002,199999.996577,199999.996577,199999.994393,197318.21528266938,197570.95525471339,197318.21528266938,196919.68973512595,199580.321715139,197655.82701249287,197655.82701249287,197318.21528266938,196919.68973512595,195734.61103595051,188297.68427569763,187068.19559000002,193791.66422733496,187068.19559000002,185852.59372197744,177500.04816640905
51,199999.99378820602,199999.99378820602,199999.99895,199999.99895,199999.99936878,199999.998960599,199999.99958,199999.998960599,199999.75058037441,198401.00819999998,191999.981618438,169999.99640899998,199999.99936878,200000.99085847251,229922.88906091431,242652.98916,250000.0,250000.0,249999.999118,250000.0,250000.0,249999.99867700003,249999.999118,254248.45390694,254248.45390694,268444.99753957521,254248.45390694,244122.72233692973,246807.999685,236699.99958,232267.27784048577,221832.14256334677,210579.565631664,224214.66178541674,241418.96926763529,232968.39058654936,208501.71072549623,231681.73824954714,232968.39058654936,237465.57726763532,234322.07726763529,209000.00400000002,200782.19517837674,193589.37331670383,195342.23333775962,199999.99999999997,200000.91292766336,199999.99134799998,200000.91292766336,202388.23223775963,200000.91294766337,200000.10703597133,220431.49127367302,200000.91294766337,200000.10703597133,200000.10703597133,207881.82031850706,207881.82031850706,199999.994393,199999.994393,199999.99134799998,197262.32663146063,197318.21528266938,197262.32663146063,196021.97099305125,197655.82701249287,197570.95525471339,197570.95525471339,197262.32663146063,196398.64299523475,192654.44534386578,187068.19559000002,185852.59372197744,190044.55060346908,185852.59372197744,180962.03725816778,177328.30765968
52,199999.99306900238,199999.99306900238,199999.99895,199999.99895,199999.999118,199999.99895,199999.99936878,199999.99895,194818.18440853,194818.18440853,169999.99640899998,169032.99350958393,199999.998960599,200000.04929018361,229751.44446724738,236289.66214050143,249999.999118,249999.999118,249999.999118,249999.999118,249999.999118,246559.86167100002,249999.99867700003,250001.587123,250000.0,254248.45390694,250000.0,237786.8347316343,235893.44761665585,234782.76011715774,227026.39221943336,216711.69359026552,204246.09498900021,216282.18815188674,232968.39058654936,222587.20578561505,206336.1345090002,208500.83065814723,224821.51541532564,232968.19581787108,233053.72822746128,207437.97,200000.91292766336,193335.44282943627,193335.44282943627,199842.23223775963,200000.09999999998,199899.994704175,200000.1066031901,200026.086817884,200000.10703597133,199999.996577,217343.82223778963,200000.10703597133,199999.99706211087,199999.99706211087,200000.10703597133,200000.10703597133,199999.99134799998,199999.99134799998,199580.321715139,197208.19291741285,197262.32663146063,197208.19291741285,194519.10501165371,197570.95525471339,197318.21528266938,197318.21528266938,197208.19291741285,196021.97099305125,188732.78778073663,186957.7899630465,180620.77216233121,188297.68427569763,177328.30765968,177328.30765968,175600.0
53,199999.97383188759,199999.97383188759,199999.99895,199999.99895,199999.998960599,199999.99895,199999.999118,199999.99895,193999.799878038,193999.799878038,169032.99350958393,168000.03138059436,199999.99810418,199999.998960599,224538.11175699724,232968.39058654936,249999.999118,249999.999118,249999.99867700003,249999.999118,249999.999118,242652.95814188675,249999.99867700003,250000.99798400002,246843.14071281333,250000.0,239950.34446675243,232968.39058654936,233027.48331459941,232968.39058654936,218474.69999999998,216282.18814188676,203502.71949029493,210039.17548298373,224044.44996532198,209541.77530900022,205414.80482788113,207437.97,207437.97,222822.87615699385,232419.347970953,204419.347970953,194054.26161609567,190633.0896091671,190684.19240095245,193214.69324214628,196288.23223775966,199786.66285576002,199999.994393,200000.91292766336,199999.996577,199999.994393,207881.82031850706,199999.997196,199999.996577,199999.996577,199999.99746211086,199999.99746211086,199580.321715139,199580.321715139,198861.93477502145,196919.68973512595,197208.19291741285,196919.68973512595,188297.68427569763,197318.21528266938,197262.32663146063,197262.32663146063,196919.68973512595,195734.48803595049,188297.68427569763,185852.59372197744,179700.0,187068.19559000002,176126.34319948085,175275.00569414673,172038.06719675389
54,199999.95023,199999.95023,199999.99579999998,199999.99895,199999.99895,199999.99895,199999.998960599,199999.99895,189999.99306900238,191999.981618438,167449.999337219,167449.999337219,193999.799878038,199999.99584146,219271.80823576378,229911.86844284879,249999.99867700003,249999.99867700003,249999.99867700003,249999.99867700003,249999.99867700003,232968.39058654936,246559.86167100002,250000.0,244678.54683416002,244113.1566354938,232968.39058654936,232726.523732546,232968.39058654936,229780.00898794056,217657.18814188676,204898.09498900018,203467.98549192777,204898.09500900022,216282.19517837674,206779.28500650905,203502.71950029492,205195.1345090002,205647.7486048745,221195.12450900022,221195.12450900022,204381.34814794103,193424.4620389363,190007.42729,190633.0896091671,190633.0896091671,193912.32061755206,198861.93477502145,199999.99134799998,200000.10703597133,199999.994393,199999.99134799998,207437.97002,199999.996577,199999.994393,199999.994393,199999.996577,199999.996577,199465.39501153791,198861.93477502145,197655.82701249287,196021.97099305125,196919.68973512595,196021.97099305125,187252.59372197741,197262.32663146063,197208.19291741285,197208.19291741285,196021.97099305125,188297.68427569763,187068.19559000002,180034.30989632159,178034.30989632162,185852.59372197744,175358.280347,174000.04816640908,170034.3431132476
55,199999.94847664097,199999.94847664097,199999.99306900238,199999.99579999998,199999.99895,199999.99895,199999.99895,199999.99895,184138.29669575047,180382.43318472445,164997.84001751,164997.84001751,190790.28517611,193999.799878038,208658.52457315853,224538.11175699724,249999.99867700003,249999.99867700003,246006.75396029488,249999.99867700003,249999.99867700003,230292.22555905205,239602.95814188675,249999.999118,238559.6210114602,236405.02814188672,232790.46614033918,232203.02814188675,229980.02814188672,228682.18814188676,214772.39920400319,203502.71949029493,200998.71270367148,203502.71950029492,212646.73530900021,203502.71950029492,203467.98550192776,204129.46854798356,205195.1345090002,216785.86373676275,220523.74731200002,200782.19517837674,190007.42729,187068.19559000002,187068.19559000002,188687.7782866997,193214.69324214628,193912.32061755206,199899.994704175,199999.996577,199999.99134799998,198861.93477502145,200000.91294766337,199999.994393,199999.99134799998,199999.99134799998,199999.994393,199999.994393,198861.93477502145,197655.82701249287,197570.95525471339,188297.68427569763,196021.97099305125,194075.38826919181,187068.19559000002,197208.19291741285,196919.68973512595,196919.68973512595,195734.48803595049,187068.19559000002,185852.59372197744,177328.30765968,177328.30765968,177328.30765968,172038.06719675389,172038.06719675389,169031.99351958392
56,199999.9457940509,199999.9457940509,199999.97383188759,199999.99306900238,199999.99895,199999.99579999998,199999.99895,199999.99579999998,183283.16709891826,169999.99640899998,161000.23072481749,159674.87206364109,181800.23138059434,180000.98785644336,204625.83924438729,223000.04929018364,242652.98916,242652.98916,242652.98916,242652.95814188675,242652.95814188675,230000.49167842069,232968.39058654936,249999.999118,237033.02442423825,233874.7,232618.02814188672,223874.7,226965.38890828827,221329.58717695405,204898.09498900018,203467.98549192777,200479.89535630413,203467.98550192776,210084.96621883038,203467.98550192776,201130.45106576412,203502.71950029492,203502.71950029492,215296.11343954262,217523.58561100217,200000.91292766336,187068.19559000002,185589.64311804148,185870.217611,187068.19559000002,189610.11441579228,193888.23223775963,199786.66285576002,199999.994393,198861.93477502145,197655.82701249287,200000.10703597133,199999.99134799998,199998.767196,199998.767196,199999.99134799998,199999.99134799998,197655.82701249287,197570.95525471339,197318.21528266938,188137.21285595547,191616.08509172333,188297.68427569763,184695.45609623581,196919.68973512595,196021.97099305125,196021.97099305125,188434.30989632162,185852.59372197744,181434.30989632162,173000.04816640908,172038.06719675389,175034.30989632162,170034.30989632162,170034.3431132476,163400.0
57,199999.82848719694,199999.82848719694,199999.95023,199999.97383188759,199999.99895,199999.99306900238,199999.99895,199999.99306900238,177348.49719172021,169032.99350958393,159999.98306900237,157900.16916,176083.44808,176073.36115001567,203502.71949029493,219271.80823576378,232968.39058654936,232968.39058654936,232968.39058654936,232968.39058654936,232968.39058654936,207279.13956768042,230667.73962579155,249999.99867700003,236405.02814188672,232968.39058654936,232082.12912816019,203502.71949029493,226000.9508513826,218674.69999999998,203502.71949029493,200998.71270367148,198374.69999999998,201129.64433306415,208796.077483864,201130.45096226415,200998.71271367147,203467.98550192776,203467.98550192776,207437.97,209000.00400000002,195297.7097597105,187063.573829442,180300.79495763531,185589.64311804148,185589.64311804148,187252.59371197742,193081.31871929631,198861.93477502145,199999.99134799998,197655.82701249287,197318.21528266938,199999.997186,198861.93477502145,198861.93477502145,198861.93477502145,199580.321715139,199580.321715139,197570.95525471339,197318.21528266938,197262.32663146063,187252.59372197741,188297.68427569763,187252.59372197741,181340.84913052447,196021.97099305125,192434.30989632162,195011.11702924536,188297.68427569763,185007.67482154485,180364.15472690138,172038.06719675389,170000.04816640908,172699.99999999997,170000.04816640908,169031.99351958392,162706.21767861253
58,199999.75058037441,199999.75058037441,199999.94847664097,199999.95023,199999.99579999998,199999.97383188759,199999.99895,199999.97383188759,172915.7961325639,167449.999337219,157900.16916,157301.87296017376,175143.76316405096,169031.99350958393,200998.71270367148,204625.83882438729,229961.92341797924,229776.5319413468,229696.72417095676,229836.17835971844,230016.0616671406,204997.88337998002,230000.49167842069,249999.99867700003,233874.7,232641.54854351931,223874.7,203375.50938090531,218674.69999999998,203502.71949029493,203467.98549192777,200473.61800730616,195357.38364586618,200998.71271367147,203502.71950029492,200998.71271367147,200782.19517837674,201998.94164117274,201130.45349622314,204364.00832307394,207437.97,193737.43748095253,186642.25839275963,177932.22294373906,177932.2891412286,177932.29121250001,187068.19559000002,190119.05010847989,197655.82657971163,198861.93477502145,197318.21528266938,197208.19291741285,199999.996577,197655.82701249287,197655.82701249287,197655.82701249287,198861.93477502145,198861.93477502145,197318.21528266938,197262.32663146063,197208.19291741285,187068.19559000002,187252.59372197741,187068.19559000002,172290.56008042983,194634.30989632162,191849.9093548847,188434.30989632162,187068.19559000002,184434.30989632162,177328.30765968,169031.99351958392,169031.99351958392,172038.06719675389,169669.07163144162,163400.0,161300.09703
59,196999.98643819621,196999.98643819621,199999.82848719694,199999.94847664097,199999.99306900238,199999.95023,199999.99579999998,199999.94847664097,170277.50782479523,164997.84001751,156008.04189459607,154178.316118,169032.99350958393,167886.09139815596,200000.99085847251,203502.71949029493,229406.44340315857,224538.11175699724,204997.88337998002,219996.37444315857,230000.49167842069,203502.71949029493,229001.32491057229,248974.69999999998,232968.39058654936,232559.62101146017,220199.9989122,200998.71270367148,203502.71949029493,203467.98549192777,200998.71270367148,198474.7,187068.19558,198274.7,203467.98550192776,200782.19517837674,198237.69698100002,201454.55026271718,200782.19517837674,203502.71950029492,204364.00832307394,190120.42729,185589.64311804148,176419.347970953,177579.02495763529,176299.02495763529,186601.78932563681,188676.43745335634,193912.32061755206,197655.82701249287,197208.19291741285,196021.97099305125,199999.994393,197318.21528266938,197318.21528266938,197570.95525471339,197655.82701249287,197655.82701249287,197262.32663146063,197208.19291741285,196919.68973512595,183389.64473055347,187068.19559000002,183390.84913052444,171905.20519841983,188297.68427569763,188297.68427569763,188297.68427569763,185852.59372197744,182077.53865590581,173001.04816640908,166166.184301966,161717.67945651949,170000.04816640908,169031.99351958392,161300.09703,157738.10587866107
60,196999.98554141834,196999.98554141834,199999.75058037441,199999.82848719694,199999.97383188759,199999.94847664097,199999.99306900238,199999.75058037441,169999.99640899998,159999.98306900237,154489.12713679919,153246.07389805664,167449.999337219,167449.999337219,199999.998960599,200998.71270367148,224538.11175699724,219271.80823576378,203502.71949029493,204997.88337998002,216599.55299315855,203375.6185429873,218406.96351253791,248046.50131313023,232813.36744492842,204997.88337998002,213639.051714638,200000.05452650614,203467.98549192777,203375.50938090531,200473.61800730616,195357.38364586618,184772.19882600312,195357.38364586618,201130.44286226411,198237.69698100002,197415.91686936244,201130.45106576412,199869.94645399277,203467.98550192776,204176.48753781035,187068.19559000002,184419.347970953,169031.99351958392,172296.01508918017,172695.817611,185589.64311804148,187252.59371197742,193888.23223775963,197318.21528266938,193912.32061755206,193912.32061755206,199999.99134799998,197208.19291741285,197262.32663146063,197318.21528266938,197570.95525471339,197570.95525471339,197208.19291741285,196919.68973512595,196021.97099305125,180099.985258,185814.94242170724,182710.46563937221,169031.99351958392,187068.19559000002,187068.19559000002,187068.19559000002,184102.19584847125,177328.30765968,172290.56008042983,160900.0,161213.36740602396,169031.99351958392,164025.77088521619,157738.10587866107,150000.1
61,196999.97310039593,196999.97310039593,193999.799878038,199999.75058037441,199999.95023,199999.75058037441,199999.97383188759,193999.799878038,169032.99350958393,157900.16916,154178.316118,152149.99706,164997.84001751,164997.84001751,199999.99584146,200000.99085847251,220000.04929018364,217755.19826291391,203375.6185429873,203502.71949029493,210544.23798743161,202083.1482170177,204997.88337998002,246559.86167100002,230283.706766,203502.71949029493,203502.71949029493,194667.7244468602,203375.50938090531,200998.71270367148,189375.50938090528,187375.2349445663,182374.66230135428,187068.19558,200998.71271367147,195357.38365586617,195357.38365586617,200998.71271367147,198998.7127136715,200782.19517837674,203502.71950029492,185589.64311804148,180300.79495763531,164997.84002750998,169976.12227528551,169031.99351958392,179166.90204138606,187068.19559000002,193022.0718488163,197208.19291741285,192977.65033083627,192977.65033083627,198861.93477502145,196021.97099305125,197208.19291741285,197262.32663146063,197318.21528266938,197318.21528266938,196919.68973512595,196417.965205258,192881.9891628121,175997.38276793659,183390.33473055344,181662.62765409003,166421.33421596469,186738.06719675389,186738.06719675389,185852.59372197744,181953.49441699,173001.04816640908,172038.06719675389,160000.09853000002,160000.09853000002,167789.98307425395,163901.47422322922,152016.29614896362,150000.00100000002
62,193999.799878038,193999.799878038,185481.06962569908,193999.799878038,199999.94847664097,193999.799878038,199999.94847664097,192379.84260983998,167449.999337219,154178.316118,153246.07389805664,150129.43808,161794.24188384789,157900.16916,193999.799878038,199999.99584146,219271.80823576378,210284.12709762732,200998.71270367148,203375.6185429873,206814.98084743769,200998.71270367148,203502.71949029493,240649.64663021945,210285.29618467225,203375.50938090531,203375.50938090531,189120.67131689619,200998.71270367148,200473.61800730616,189120.67131689619,187068.19558,180000.87312798135,180000.87312798135,195974.70001,194583.15000999998,194383.15000999998,200782.19517837674,197176.48753781035,198026.5620510279,203467.98550192776,182388.23685763532,176844.32294373904,159000.004,169031.99351958392,168798.34797095298,177932.29121250001,185589.64311804148,190119.05010847989,193912.32061755206,191950.72353782124,189234.54599262855,197655.82701249287,193912.32061755206,196021.97099305125,197208.19291741285,197262.32663146063,197262.32663146063,196021.97099305125,196021.97099305125,188297.68427569763,169031.99351958392,175822.54336838468,172290.56008042983,162626.304917988,186552.59372197741,185852.59372197744,177328.30765968,179116.09880237008,172290.56008042983,169031.99351958392,157738.10587866107,157738.10587866107,160000.09853000002,163300.36974620589,150524.89849573883,150000.00100000002
63,192026.62982930039,192026.62982930039,179999.99895,183124.01354801242,199999.75058037441,192379.84260983998,199999.75058037441,188099.9241917202,164997.84001751,153246.07389805664,152149.99706,149999.999559,157900.16916,155298.0691699,181084.52221341198,199206.13196074267,211457.34583914958,204997.88337998002,200000.99085847251,200998.71270367148,204997.88337998002,200000.99085847251,203375.6185429873,237934.72814188674,204997.88337998002,200998.71270367148,200998.71270367148,187068.19558,200000.05452650614,194678.98358900021,187068.19558,184772.39920400316,169031.99350958393,179874.18945042929,195357.38365586617,190176.48753781035,191771.49170498739,198237.69698100002,195357.38365586617,197176.48753781035,203293.73208405217,176654.87294373903,169031.99351958392,151586.44527404505,168419.347970953,168371.7811088945,172695.817611,183096.25509902221,187252.59371197742,192977.65033083627,187252.59371197742,187252.59371197742,197318.21528266938,192977.65033083627,193912.32061755206,196021.97099305125,197208.19291741285,197208.19291741285,193912.32061755206,192906.4929124073,187252.59372197741,164858.27886950836,172290.56008042983,171309.31433113469,159245.36730415424,172290.56008042983,180388.25253492594,172290.56008042983,177328.30765968,172038.06719675389,162777.37247337625,155458.66032694,155458.66626729953,157738.10587866107,160000.09853000002,150000.1,150000.00100000002
64,179999.99895,179999.99895,170623.51962656039,179999.99895,193999.799878038,181982.84100306968,197996.85023,184998.78766035376,161586.980372584,152149.99706,150129.43808,148923.05758,155301.2192899,154178.30061099998,175526.36115001567,195438.749118,203502.71949029493,203502.71949029493,200000.04929018361,200000.99085847251,203502.71949029493,199999.99958,203162.60324670703,232968.39058654936,203502.71949029493,200000.05452650614,200000.05452650614,182321.20485427245,194678.98358900021,189120.67131689619,180000.87312798135,180000.87312798135,166094.13922595407,179846.87110308235,188503.83627110362,188087.92913067678,190176.48753781035,195357.38365586617,190367.30591,195357.38365586617,200782.19517837674,173401.26429275962,164997.84002750998,151132.3316715844,164997.84002750998,165800.004,169282.19517837671,179166.90204138606,187068.19559000002,192727.57192892081,187218.06285575998,187218.06285575998,197208.19291741285,187252.59371197742,192977.65033083627,193912.32061755206,196919.68973512595,196919.68973512595,192930.20913439608,188297.68427569763,187068.19559000002,160499.60659623097,169581.24060218144,169031.99351958392,157738.10587866107,169031.99351958392,179144.03723778966,172038.06719675389,176024.15842911962,169031.99351958392,162331.60310434332,154562.9262075428,150000.1,150000.1,157738.10587866107,150000.00100000002,150000.0
65,174211.948308641,174211.948308641,169999.99640899998,169999.99640899998,179999.99895,180415.36263830506,195250.5,179999.99895,159999.997354,150129.43808,149999.999559,147505.24886457043,154178.316118,153246.07379805666,169031.99350958393,193999.799878038,203375.83906438728,203375.83906438728,199999.99958,199999.99958,203375.6185429873,199999.998922144,200998.71270367148,231463.94799826405,203375.50938090531,199997.00779499998,189359.65803725598,177412.86709122121,189120.67131689619,187068.19558,169031.99350958393,179960.47871281335,165395.82075187546,173059.74265017058,188087.92913067678,187068.19559000002,187068.19559000002,193668.30591,187068.19559000002,192474.57722683914,196809.30973006124,170523.752312,160523.752312,150523.752312,162274.55162570963,164997.84002750998,169031.99351958392,178824.26521079228,185589.64311804148,190587.86600335484,187068.19559000002,187068.19559000002,196021.97099305125,187068.19559000002,192127.18127295905,192977.65033083627,196218.55714100308,196021.97099305125,191891.36523596203,187252.59372197741,185089.64311804148,157738.10587866107,169031.99351958392,165997.44276793659,153499.60159623096,160634.20622701134,172290.56008042983,171131.09723778963,173001.04816640908,162112.31548856318,162112.22036931707,150000.1,150000.00100000002,150000.00100000002,150000.1,150000.00100000002,150000.0
